name	rank	threshold_0.90_exclude0	threshold_0.99_exclude0	threshold_add0_0.99	taxid	threshold_0.90_include0	threshold_0.99_include0
Caulobacter sp. FWC26	S	74.6842344354113	361.379761267105	108.554820129888	69665	74.6842344354113	361.379761267105
Caulobacter sp. K31	S	90.4147111147724	228.65898656065	153.256522615969	366602	90.4147111147724	228.65898656065
Caulobacter sp. S6	S	65.671368110295	211.353539782619	87.0120341441982	2823693	65.671368110295	211.353539782619
Caulobacter vibrioides	S	78.8954635108481	314.119679597927	176.448419391036	155892	78.8954635108481	314.119679597927
Caulobacter virus Rogue	S	0.239049843804832	0.239049843804832	0	1211643	0.239049843804832	0.239049843804832
Caulobacter virus Sansa	S	4.88204967973754	4.88204967973754	0	2734274	4.88204967973754	4.88204967973754
Cavemovirus	G	21.1112987671002	21.1112987671002	0	186533	21.1112987671002	21.1112987671002
Caviid betaherpesvirus 2	S	187.366010005149	4891.8047758174	278.667168624275	33706	187.366010005149	4891.8047758174
Cbastvirus	G	28.5292253546654	28.7446620453306	0	1918718	28.5292253546654	28.7446620453306
Cbastvirus ST	S	28.5292253546654	28.7446620453306	0	1918720	28.5292253546654	28.7446620453306
Cbunavirus	G	12.9565898613577	15.4273502386609	0	2842586	12.9565898613577	15.4273502386609
Cbunavirus A41	S	7.65024203187941	7.84301037410996	0	2845779	7.65024203187941	7.84301037410996
Cbunavirus CB1	S	0.0809791349160975	0.0809791349160975	0	2845776	0.0809791349160975	0.0809791349160975
Ceceduovirus	G	178.348492955235	178.348492955235	0.679105422484048	2842588	178.348492955235	178.348492955235
Ceceduovirus assw	S	178.348492955235	178.348492955235	0	2843651	178.348492955235	178.348492955235
Ceceduovirus cc2	S	5.77829304739458	7.62597238494732	0	2843653	5.77829304739458	7.62597238494732
Cecivirus	G	1.12529892153016	1.32572494891546	0	1623290	1.12529892153016	1.32572494891546
Cedar henipavirus	S	8.33187525516368	8.33187525516368	0	1979179	8.33187525516368	8.33187525516368
Cedecea	G	99.2766210267351	270.095360540872	165.74121021615	158483	99.2766210267351	270.095360540872
Cedecea lapagei	S	77.9552006347223	222.278884766133	70.3593155584971	158823	77.9552006347223	222.278884766133
Cedecea neteri	S	89.7263437160646	197.9841055967	136.585373430895	158822	89.7263437160646	197.9841055967
Cedecea sp. FDAARGOS_727	S	34.6981263011797	109.315714825245	34.5002591867463	2545798	34.6981263011797	109.315714825245
Cedratvirus A11	S	16.0415339076388	23.316910550776	0.158231262573409	1903266	16.0415339076388	23.316910550776
Ceduovirus	G	24.74984594182	28.5096344758959	0	186532	24.74984594182	28.5096344758959
Ceduovirus D4410	S	5.96484321409612	5.96484321409612	0	2845408	5.96484321409612	5.96484321409612
Ceduovirus D4412	S	28.9611630803093	28.9611630803093	0	2845409	28.9611630803093	28.9611630803093
Ceduovirus bIL67	S	13.2892466253286	15.9139562640726	0	36343	13.2892466253286	15.9139562640726
Ceduovirus c2	S	16.8924389011009	22.4213621315731	0	31537	16.8924389011009	22.4213621315731
Ceetrepovirus	G	10.7927125233766	18.4038645458964	0	2560111	10.7927125233766	18.4038645458964
Celeribacter	G	65.0586366666186	208.92122655469	99.2378933561463	875170	65.0586366666186	208.92122655469
Celeribacter baekdonensis	S	62.390601850721	117.713740374157	52.5588364279301	875171	62.390601850721	117.713740374157
Celeribacter ethanolicus	S	34.1101659978233	216.876097067037	32.0917289999888	1758178	34.1101659978233	216.876097067037
Celeribacter indicus	S	30.746551220313	80.8229293008108	32.0329895519425	1208324	30.746551220313	80.8229293008108
Celeribacter marinus	S	39.4615282701672	208.008042092639	35.1172285471261	1397108	39.4615282701672	208.008042092639
Cellulomonas	G	280.318161112863	683.336223619028	545.373604242424	1707	280.318161112863	683.336223619028
Cellulomonas fimi	S	67.8792910398609	178.348492955235	98.53403726074	1708	67.8792910398609	178.348492955235
Cellulomonas flavigena	S	179.671862616062	654.345028955929	299.805126667666	1711	179.671862616062	654.345028955929
Cellulomonas gilvus	S	71.3853969101078	189.145958347809	112.063336004748	11	71.3853969101078	189.145958347809
Cellulomonas shaoxiangyii	S	51.5525971786949	103.21195719444	77.3724854399445	2566013	51.5525971786949	103.21195719444
Cellulomonas sp. C5510	S	4.35048729834773	5.01426867692644	0	2871170	4.35048729834773	5.01426867692644
Cellulomonas sp. H30R-01	S	58.359298534925	127.292788237864	72.0595705257829	2704467	58.359298534925	127.292788237864
Cellulomonas sp. JZ18	S	58.9844739492274	133.824187215411	79.0299026846833	2654191	58.9844739492274	133.824187215411
Cellulomonas sp. PSBB021	S	72.8267999707083	140.484979784172	108.825893719861	2003551	72.8267999707083	140.484979784172
Cellulomonas sp. Y8	S	57.011812372736	154.817824043444	75.867604192631	2591145	57.011812372736	154.817824043444
Cellulomonas taurus	S	41.4575460777392	101.552407684387	48.918184012477	2729175	41.4575460777392	101.552407684387
Cellulophaga	G	139.304955211767	334.464783806302	236.125210966557	104264	139.304955211767	334.464783806302
Cellulophaga algicola	S	67.2204011352812	159.271335789048	74.6246934928722	59600	67.2204011352812	159.271335789048
Cellulophaga baltica	S	49.6349720545414	195.245595796217	65.1781253066052	76594	49.6349720545414	195.245595796217
Cellulophaga lytica	S	97.6517854787473	204.436717501316	147.229754834983	979	97.6517854787473	204.436717501316
Cellulophaga phage phi10:1	S	17.8814104856591	17.8814104856591	0	1327981	17.8814104856591	17.8814104856591
Cellulophaga phage phi13:2	S	535.045478865704	565.438073782596	2.07822633445814	1328030	535.045478865704	565.438073782596
Cellulophaga phage phi14:2	S	24.3661845516657	66.6437987351257	0	1327990	24.3661845516657	66.6437987351257
Cellulophaga phage phi19:1	S	44.1375437299715	72.5230875488222	0	1327970	44.1375437299715	72.5230875488222
Cellulophaga phage phi19:3	S	92.3191303482616	126.772849909777	0	1327971	92.3191303482616	126.772849909777
Cellulophaga phage phi38:1	S	45.4687986285474	73.2315750421796	0	1327977	45.4687986285474	73.2315750421796
Cellulophaga phage phi39:1	S	86.2076460234983	115.937528033715	0	1327993	86.2076460234983	115.937528033715
Cellulophaga phage phi46:1	S	2.37913970308336	2.37913970308336	0	1327974	2.37913970308336	2.37913970308336
Cellulophaga phage phi46:3	S	15.9600360696815	15.9600360696815	0	1327985	15.9600360696815	15.9600360696815
Cellulophaga phage phi48:2	S	13.1968556844947	14.430118111453	0	1327968	13.1968556844947	14.430118111453
Cellulophaga phage phiSM	S	4.88204967973754	4.88204967973754	0	756280	4.88204967973754	4.88204967973754
Cellulophaga sp. L1A9	S	61.365918214445	253.778958405699	66.3839667420338	2686362	61.365918214445	253.778958405699
Cellulosilyticum	G	84.03201929009	303.471947330724	132.686880480673	698776	84.03201929009	303.471947330724
Cellulosilyticum lentocellum	S	45.5312435226373	176.029026576925	41.6746204865779	29360	45.5312435226373	176.029026576925
Cellulosilyticum sp. WCF-2	S	61.974629872267	223.33955996916	44.3693736642736	2497860	61.974629872267	223.33955996916
Cellulosimicrobium	G	200.000386354483	492.034231680135	345.547229622918	157920	200.000386354483	492.034231680135
Cellulosimicrobium cellulans	S	132.680580016091	308.081304155051	210.838483259464	1710	132.680580016091	308.081304155051
Cellulosimicrobium sp. 72-3	S	47.295486434078	119.257615670724	49.5078929687475	2731680	47.295486434078	119.257615670724
Cellulosimicrobium sp. BI34T	S	70.7854683564145	223.650672167296	112.395554172984	2587808	70.7854683564145	223.650672167296
Cellulosimicrobium sp. JZ28	S	56.2686035079047	213.463978323987	69.4776514526154	1906273	56.2686035079047	213.463978323987
Cellulosimicrobium sp. TH-20	S	44.6029604026752	92.1533235501244	40.9093055397804	1980001	44.6029604026752	92.1533235501244
Cellvibrio	G	164.501109988148	983.016896967452	384.244780131371	10	164.501109988148	983.016896967452
Cellvibrio japonicus	S	83.2194052787349	236.804614286649	84.5435564504272	155077	83.2194052787349	236.804614286649
Cellvibrio sp. KY-GH-1	S	112.743808485851	326.195204981379	179.010955151459	2303332	112.743808485851	326.195204981379
Cellvibrio sp. KY-YJ-3	S	65.217238107683	188.600662684221	59.0995679387482	454662	65.217238107683	188.600662684221
Cellvibrio sp. PSBB006	S	34.9177862689657	126.888524163216	34.8906861478288	1987723	34.9177862689657	126.888524163216
Cellvibrio sp. PSBB023	S	70.9622480840193	2213.38340200932	82.4671397763925	1945512	70.9622480840193	2213.38340200932
Centapoxvirus	G	50.6619121538803	258.403988095345	74.1903882872264	2005509	50.6619121538803	258.403988095345
Centovirus	S	12.7316120653997	13.1943456453252	0	1911443	12.7316120653997	13.1943456453252
Cepunavirus	G	10.4543101399014	13.2301355066045	0	1982583	10.4543101399014	13.2301355066045
Cepunavirus Cp7	S	10.4543101399014	13.2301355066045	0	1982585	10.4543101399014	13.2301355066045
Cequinquevirus	G	7.13284968692768	25.7293294948274	0	1912760	7.13284968692768	25.7293294948274
Cequinquevirus Ldb	S	0.729783714000682	0.729783714000682	0	1981020	0.729783714000682	0.729783714000682
Ceratocystis resinifera virus 1	S	4.45460093457528	4.45460093457528	0	674982	4.45460093457528	4.45460093457528
Cercopithecine alphaherpesvirus 2	S	27.7201385632734	97.7642405754141	0	10317	27.7201385632734	97.7642405754141
Cercopithecine alphaherpesvirus 9	S	10.6721307976351	10.6721307976351	0	35246	10.6721307976351	10.6721307976351
Cercopithecine betaherpesvirus 5	S	52.7153455596407	90.7111289152086	12.1087922671587	50292	52.7153455596407	90.7111289152086
Cercospora	G	7271.54008250972	58111.5142076572	45093.0919122987	29002	7271.54008250972	58111.5142076572
Cercospora beticola	S	7271.54008250972	58111.5142076572	45093.0919122987	122368	7271.54008250972	58111.5142076572
Cereibacter	G	367.596020762416	2716.60569224611	941.43210367938	1653176	367.596020762416	2716.60569224611
Cereibacter azotoformans	S	42.6254079071664	95.2279670477318	19.9854955323727	43057	42.6254079071664	95.2279670477318
Cereibacter sphaeroides	S	341.833595405756	2734.54323994379	950.997530897639	1063	341.833595405756	2734.54323994379
Certrevirus	G	52.0699741173047	153.546318902876	19.5843652047744	1914850	52.0699741173047	153.546318902876
Certrevirus CR3	S	1.00074755842614	1.00074755842614	0	1914897	1.00074755842614	1.00074755842614
Certrevirus PBES02	S	1.02532448956784	1.02532448956784	0	1980960	1.02532448956784	1.02532448956784
Certrevirus phiTE	S	33.461996286476	47.5420836353976	0	1980961	33.461996286476	47.5420836353976
Cervidpoxvirus	G	30.3542154273489	61.74260883579	9.02388345720768	573055	30.3542154273489	61.74260883579
Cestrum yellow leaf curling virus	S	2.25664865108827	2.25664865108827	0	175814	2.25664865108827	2.25664865108827
Cetobacterium	G	47.2019813779055	82.148139195953	40.9487250931445	180162	47.2019813779055	82.148139195953
Cetobacterium somerae	S	47.2019813779055	82.148139195953	40.9487250931445	188913	47.2019813779055	82.148139195953
Cetovirus	G	11.3186478254033	11.5138582542791	0	2560112	11.3186478254033	11.5138582542791
Cetovirus ceto	S	11.3186478254033	11.5138582542791	0	2060092	11.3186478254033	11.5138582542791
Chaetoceros socialis forma radians RNA virus 1	S	0.881827216538846	0.881827216538846	0	2169725	0.881827216538846	0.881827216538846
Chaetoceros tenuissimus RNA virus type-II	S	5.40102619497705	5.40102619497705	0	1516128	5.40102619497705	5.40102619497705
Chakrabartyvirus	G	95.887516725787	117.380432635838	0	2560113	95.887516725787	117.380432635838
Chakrabartyvirus pf16	S	95.887516725787	117.380432635838	0	2560689	95.887516725787	117.380432635838
Chamaesiphon	G	120.336943441637	653.187822879308	317.491519879748	217161	120.336943441637	653.187822879308
Chamaesiphon minutus	S	120.336943441637	653.187822879308	317.491519879748	1173032	120.336943441637	653.187822879308
Changchengzhania	G	75.2671985548698	225.927894066928	113.114761081786	2049301	75.2671985548698	225.927894066928
Changchengzhania lutea	S	75.2671985548698	225.927894066928	113.114761081786	2049305	75.2671985548698	225.927894066928
Changjiang astro-like virus	S	11.8241046196777	11.8241046196777	0	1922764	11.8241046196777	11.8241046196777
Changjiang crawfish virus 1	S	1.05431848852901	1.05431848852901	0	1922765	1.05431848852901	1.05431848852901
Changjiang crawfish virus 2	S	3.43253001092721	4.76860403137584	0	1922766	3.43253001092721	4.76860403137584
Changjiang crawfish virus 4	S	4.45460093457528	4.45460093457528	0	1922768	4.45460093457528	4.45460093457528
Changjiang crawfish virus 5	S	0.390710162605755	0.390710162605755	0	1922769	0.390710162605755	0.390710162605755
Changjiang crawfish virus 6	S	8.92806630053474	9.47125677713088	0	1922770	8.92806630053474	9.47125677713088
Changjiang picorna-like virus 8	S	12.8500019275003	12.8500019275003	0	1922797	12.8500019275003	12.8500019275003
Changpingibacter	G	25.9837029176745	80.4153043553803	22.960384510397	2912996	25.9837029176745	80.4153043553803
Changpingibacter yushuensis	S	25.9837029176745	80.4153043553803	22.960384510397	2758440	25.9837029176745	80.4153043553803
Changuinola virus	S	23.3225272290505	23.3225272290505	0	40052	23.3225272290505	23.3225272290505
Chania	G	133.672995382202	328.199202576992	163.008603806322	1745211	133.672995382202	328.199202576992
Chania multitudinisentens	S	133.672995382202	328.199202576992	163.008603806322	1639108	133.672995382202	328.199202576992
Chapare mammarenavirus	S	1.86972503823588	1.86972503823588	0	499556	1.86972503823588	1.86972503823588
Charlievirus	G	53.9338755448554	69.0415911697391	0	1623280	53.9338755448554	69.0415911697391
Charlievirus butters	S	61.8649258994679	69.9953321350964	0	2169798	61.8649258994679	69.9953321350964
Charybdisvirus	G	22.842488713925	31.3879457181221	0	2733100	22.842488713925	31.3879457181221
Charybdisvirus scam3	S	22.842488713925	31.3879457181221	0	2734102	22.842488713925	31.3879457181221
Charybdivirus	G	0.131358144697564	0.131358144697564	0	2842594	0.131358144697564	0.131358144697564
Charybdivirus charybdis	S	0.131358144697564	0.131358144697564	0	2843935	0.131358144697564	0.131358144697564
Chatterjeevirus	G	11.0895651685753	12.2762699581208	0	2732679	11.0895651685753	12.2762699581208
Chatterjeevirus N4	S	4.20507300006728	4.20507300006728	0	2733613	4.20507300006728	4.20507300006728
Chatterjeevirus VP4	S	11.51508313245	12.3225811290048	0	2733614	11.51508313245	12.3225811290048
Chayote mosaic virus	S	0.239049843804832	0.239049843804832	0	71030	0.239049843804832	0.239049843804832
Chelativorans	G	42.7379793890085	136.684980675246	55.3646871927999	449972	42.7379793890085	136.684980675246
Chelativorans sp. BNC1	S	42.7379793890085	136.684980675246	55.3646871927999	266779	42.7379793890085	136.684980675246
Chelatococcus	G	99.2426260481993	199.121064616367	160.705312199416	28209	99.2426260481993	199.121064616367
Chelatococcus daeguensis	S	68.8851345841338	166.547621480282	91.2266194650398	444444	68.8851345841338	166.547621480282
Chelatococcus sp. CO-6	S	44.9891786416452	126.498262007003	67.7649980412848	1702325	44.9891786416452	126.498262007003
Chenonavirus	G	34.8411794813497	57.2848370032623	0	1623282	34.8411794813497	57.2848370032623
Chenonavirus Che9c	S	0.287808213816176	0.287808213816176	0	205872	0.287808213816176	0.287808213816176
Chenonavirus sbash	S	38.9117742693053	57.9213266068813	0	2169812	38.9117742693053	57.9213266068813
Cheoctovirus	G	30.5230201555225	96.2417951094426	11.4143080157651	1623281	30.5230201555225	96.2417951094426
Cheravirus	G	3.18971632831538	3.93647188097006	0	310684	3.18971632831538	3.93647188097006
Cherax quadricarinatus iridovirus	S	18.2332305578633	29.9573968284229	0	2035708	18.2332305578633	29.9573968284229
Cherry leaf roll virus	S	1.56057244918581	1.56057244918581	0	12615	1.56057244918581	1.56057244918581
Cherry rusty mottle associated virus	S	1.72887512421659	1.82573546699857	0	1312929	1.72887512421659	1.82573546699857
Cherry virus Trakiya	S	305.362647483332	438.433218274945	0	2074132	305.362647483332	438.433218274945
Chertseyvirus	G	1.53238386828854	1.53238386828854	0	2843364	1.53238386828854	1.53238386828854
Chertseyvirus GE1	S	1.53238386828854	1.53238386828854	0	2845410	1.53238386828854	1.53238386828854
Chiangmaivirus	G	18.1188961968437	49.5012007332764	0.0958305118827263	1980922	18.1188961968437	49.5012007332764
Chiangmaivirus RSF1	S	11.0105244400088	13.0041005144432	0	1980926	11.0105244400088	13.0041005144432
Chiangmaivirus RSL2	S	25.3294874899407	51.1876509883324	0	1980925	25.3294874899407	51.1876509883324
Chickpea chlorotic stunt virus	S	19.0934000874045	19.6128985631549	0	328430	19.0934000874045	19.6128985631549
Chickpea yellow dwarf virus	S	9.85872447822701	9.85872447822701	0	1568974	9.85872447822701	9.85872447822701
Chilli ringspot virus	S	0.232038967122878	0.238150758668186	0	414528	0.232038967122878	0.238150758668186
Chim orthonairovirus	S	14.9646833473004	14.9646833473004	0	2170062	14.9646833473004	14.9646833473004
Chimeric virus 14	S	1980.19166494639	2333.89579951504	0	1608440	1980.19166494639	2333.89579951504
Chipapillomavirus	G	5.93956103871913	6.68193299637858	0	934800	5.93956103871913	6.68193299637858
Chipapillomavirus 2	S	4.33737697989178	6.47514351325381	0	1177759	4.33737697989178	6.47514351325381
Chipapillomavirus 3	S	3.51909460733942	3.51909460733942	0	1513276	3.51909460733942	3.51909460733942
Chiqui virus	S	0.287808213816176	0.287808213816176	0	2250219	0.287808213816176	0.287808213816176
Chitinibacter	G	71.0847042698946	269.22671123694	95.8960428550888	230666	71.0847042698946	269.22671123694
Chitinibacter bivalviorum	S	45.4461382690271	197.782203740756	24.0332710330061	2739434	45.4461382690271	197.782203740756
Chitinibacter fontanus	S	56.773048352544	298.109641169634	56.7674369152254	1737446	56.773048352544	298.109641169634
Chitinimonas	G	57.6970122128495	162.720539949651	76.0192184764849	240411	57.6970122128495	162.720539949651
Chitinimonas arctica	S	57.6970122128495	162.720539949651	76.0192184764849	2594795	57.6970122128495	162.720539949651
Chitinolyticbacter	G	73.2627581063939	266.047737742095	109.826725405986	1055692	73.2627581063939	266.047737742095
Chitinolyticbacter meiyuanensis	S	73.2627581063939	266.047737742095	109.826725405986	682798	73.2627581063939	266.047737742095
Chitinophaga	G	239.961360737485	575.777411492968	450.335931827239	79328	239.961360737485	575.777411492968
Chitinophaga agri	S	62.4099122563047	216.959141344729	102.260457397311	2703787	62.4099122563047	216.959141344729
Chitinophaga alhagiae	S	50.0550605666233	130.321158108238	62.2836034954095	2203219	50.0550605666233	130.321158108238
Chitinophaga caeni	S	52.8102926075534	178.348492955235	68.8548764202036	2029983	52.8102926075534	178.348492955235
Chitinophaga oryzae	S	101.757060493322	257.029741938468	125.759304915792	2725414	101.757060493322	257.029741938468
Chitinophaga pinensis	S	77.2945545896882	210.279445782901	135.969331626382	79329	77.2945545896882	210.279445782901
Chitinophaga sp. KRA15-503	S	114.934738883789	364.248260542135	228.091532948631	2829818	114.934738883789	364.248260542135
Chitinophaga sp. MD30	S	57.4242319199681	201.088032757815	77.3139693305106	2033437	57.4242319199681	201.088032757815
Chitinophaga sp. XS-30	S	57.0018630124285	296.695405512243	86.2004301229098	2604421	57.0018630124285	296.695405512243
Chivirus	G	5817.17469073703	148045.279100326	63844.2561185407	1623283	5817.17469073703	148045.279100326
Chivirus YSD1	S	0.552991212416644	0.552991212416644	0	2749260	0.552991212416644	0.552991212416644
Chivirus iEPS5	S	5819.80149172797	148067.240940423	63849.8814188259	1005056	5819.80149172797	148067.240940423
Chlamydia	G	177.977149578179	524.308923930988	363.548467786224	810	177.977149578179	524.308923930988
Chlamydia abortus	S	42.5182900763078	55.783257649088	11.4942762697236	83555	42.5182900763078	55.783257649088
Chlamydia avium	S	72.6478560255562	214.527432201522	33.6026356769527	1457141	72.6478560255562	214.527432201522
Chlamydia caviae	S	53.0852198417384	141.597833717055	17.0210772432207	83557	53.0852198417384	141.597833717055
Chlamydia felis	S	158.61050765231	497.237828366732	307.051701799945	83556	158.61050765231	497.237828366732
Chlamydia gallinacea	S	24.8391663975757	61.5826503728053	13.5209712106062	1457153	24.8391663975757	61.5826503728053
Chlamydia muridarum	S	67.1546571754751	159.382849601583	17.4759026534169	83560	67.1546571754751	159.382849601583
Chlamydia pecorum	S	43.823448156587	374.390156592793	40.5210808390498	85991	43.823448156587	374.390156592793
Chlamydia pneumoniae	S	60.8150194049987	157.277663914603	56.7264674360981	83558	60.8150194049987	157.277663914603
Chlamydia poikilotherma	S	77.7717547540792	207.958952148167	26.8859833802647	1967783	77.7717547540792	207.958952148167
Chlamydia psittaci	S	54.3321706979979	148.320277408995	20.8397398713339	83554	54.3321706979979	148.320277408995
Chlamydia serpentis	S	69.6010664782272	158.723683193126	21.9254089172415	1967782	69.6010664782272	158.723683193126
Chlamydia sp. 2742-308	S	62.7949151255514	108.343544591318	31.3195994166987	1806891	62.7949151255514	108.343544591318
Chlamydia sp. No. 12	S	6.51207012197107	6.51207012197107	0	2766982	6.51207012197107	6.51207012197107
Chlamydia suis	S	48.7012683912503	172.15783425709	46.5539416572058	83559	48.7012683912503	172.15783425709
Chlamydia trachomatis	S	75.5016343421743	186.391497621473	45.8201722892538	813	75.5016343421743	186.391497621473
Chlamydiamicrovirus	G	23.9411022078937	31.0150075940442	0	40274	23.9411022078937	31.0150075940442
Chlamydiamicrovirus Chp1	S	23.9411022078937	31.0150075940442	0	2003327	23.9411022078937	31.0150075940442
Chlamydiifrater	G	15.2543665624285	15.2543665624285	0	2822114	15.2543665624285	15.2543665624285
Chlamydiifrater volucris	S	15.2543665624285	15.2543665624285	0	2681470	15.2543665624285	15.2543665624285
Chloracidobacterium	G	182.362102821157	555.236750996672	321.348897916286	458032	182.362102821157	555.236750996672
Chloracidobacterium aggregatum	S	35.6315890447604	119.268371095374	31.2760401283945	2851959	35.6315890447604	119.268371095374
Chloracidobacterium sp. D	S	21.1197906592747	65.3079348802187	0	2821536	21.1197906592747	65.3079348802187
Chloracidobacterium thermophilum	S	26.5394552284574	52.2640243832832	0.931129735147395	458033	26.5394552284574	52.2640243832832
Chloracidobacterium validum	S	66.9049218005142	703.049191199947	72.2641368604111	2821543	66.9049218005142	703.049191199947
Chloriridovirus	G	59.9898017337053	149.653144650145	65.757796667055	10491	59.9898017337053	149.653144650145
Chlorobaculum	G	2513.84274640089	6892.1799699884	4011.16775743685	256319	2513.84274640089	6892.1799699884
Chlorobaculum limnaeum	S	35.0256120446605	76.1905267157459	40.7985211977362	274537	35.0256120446605	76.1905267157459
Chlorobaculum parvum	S	2553.35658970061	6983.56189071358	4017.48914755282	274539	2553.35658970061	6983.56189071358
Chlorobaculum tepidum	S	23.0888516142222	77.6128687867971	13.4319126221792	1097	23.0888516142222	77.6128687867971
Chlorobium	G	75.3505883218296	210.128586962713	119.134028845422	1091	75.3505883218296	210.128586962713
Chlorobium chlorochromatii	S	68.4597822981963	139.5467224929	84.6710308836238	337090	68.4597822981963	139.5467224929
Chlorobium limicola	S	28.1025643904694	143.421520994539	25.2356894648631	1092	28.1025643904694	143.421520994539
Chlorobium phaeobacteroides	S	47.1082502536437	113.103535724072	52.8113298818064	1096	47.1082502536437	113.103535724072
Chlorobium phaeovibrioides	S	36.8736086888563	97.2606641043716	29.0347992703887	1094	36.8736086888563	97.2606641043716
Chloroflexus	G	51.9923956742868	103.684933400677	67.7591402593963	1107	51.9923956742868	103.684933400677
Chloroflexus aggregans	S	37.1925408877075	63.0593653321507	37.0338804402458	152260	37.1925408877075	63.0593653321507
Chloroflexus aurantiacus	S	56.1742100966158	114.689457525915	59.5524141627429	1108	56.1742100966158	114.689457525915
Chloroherpeton	G	43.6779754270394	150.563474829668	43.7583028761192	100715	43.6779754270394	150.563474829668
Chloroherpeton thalassium	S	43.6779754270394	150.563474829668	43.7583028761192	100716	43.6779754270394	150.563474829668
Chlorovirus	G	76.0861294985924	150.135134491299	61.4961813164478	181083	76.0861294985924	150.135134491299
Choclo orthohantavirus	S	10.4629871828407	10.4629871828407	0	1980465	10.4629871828407	10.4629871828407
Chondrocystis	G	73.8907738382034	273.943757555008	134.88997834945	268175	73.8907738382034	273.943757555008
Chondrocystis sp. NIES-4102	S	73.8907738382034	273.943757555008	134.88997834945	2005460	73.8907738382034	273.943757555008
Chondromyces	G	113.465560702326	280.627608129581	183.482814074821	50	113.465560702326	280.627608129581
Chondromyces crocatus	S	113.465560702326	280.627608129581	183.482814074821	52	113.465560702326	280.627608129581
Chopinvirus	G	4.33129190495873	4.7605033116767	0	2843365	4.33129190495873	4.7605033116767
Chopinvirus KSY1	S	4.33129190495873	4.7605033116767	0	388452	4.33129190495873	4.7605033116767
Choristoneura biennis entomopoxvirus	S	70.2514062468519	430.138561921329	11.804046476848	10288	70.2514062468519	430.138561921329
Choristoneura fumiferana DEF multiple nucleopolyhedrovirus	S	78.3794582205102	153.685478842261	75.3960178009107	74660	78.3794582205102	153.685478842261
Choristoneura fumiferana granulovirus	S	396.636075055836	1199.74866569967	600.038722262154	56947	396.636075055836	1199.74866569967
Choristoneura fumiferana multiple nucleopolyhedrovirus	S	44.7453905496635	72.1522324715576	0	208973	44.7453905496635	72.1522324715576
Choristoneura murinana nucleopolyhedrovirus	S	25.8651906264549	26.9781024304065	0.36221096025804	1987479	25.8651906264549	26.9781024304065
Choristoneura rosaceana entomopoxvirus	S	71.4482344368826	161.862007499924	2.35139271900545	1993631	71.4482344368826	161.862007499924
Choristoneura rosaceana nucleopolyhedrovirus	S	14.8006634337183	16.0044744251799	0	58094	14.8006634337183	16.0044744251799
Christensenella	G	77.3384744112275	301.790330068293	127.683779647609	990721	77.3384744112275	301.790330068293
Christensenella minuta	S	78.0689652204271	175.694018226171	91.8369231525778	626937	78.0689652204271	175.694018226171
Christensenella sp. Marseille-P3954	S	46.9487649811742	315.540774762516	50.0928808092426	2086585	46.9487649811742	315.540774762516
Christensenvirus	G	36.3936030118051	37.1609333127847	0	2732061	36.3936030118051	37.1609333127847
Christensenvirus IME542	S	36.3936030118051	37.1609333127847	0	2734000	36.3936030118051	37.1609333127847
Chromobacterium	G	482.874166036184	1016.60525511229	853.545885114583	535	482.874166036184	1016.60525511229
Chromobacterium haemolyticum	S	212.125584018062	515.366587857462	294.678403355744	394935	212.125584018062	515.366587857462
Chromobacterium paludis	S	170.493068920642	503.709627709115	312.275025932832	2605945	170.493068920642	503.709627709115
Chromobacterium phragmitis	S	62.2464555439171	112.275025166947	71.8298073657486	2202141	62.2464555439171	112.275025166947
Chromobacterium rhizoryzae	S	54.2842887087104	141.128142744425	74.3107676302296	1778675	54.2842887087104	141.128142744425
Chromobacterium sp. ATCC 53434	S	44.0372898887498	143.023730222322	60.782355750445	2059672	44.0372898887498	143.023730222322
Chromobacterium sp. Rain0013	S	24.8172827557111	68.3174368907273	22.952090047837	2292447	24.8172827557111	68.3174368907273
Chromobacterium vaccinii	S	213.398808441678	612.91849799064	356.310629540113	1108595	213.398808441678	612.91849799064
Chromobacterium violaceum	S	193.89645730548	589.318242162046	376.210170277667	536	193.89645730548	589.318242162046
Chromohalobacter	G	40.9013053163894	91.455417913163	45.9240319135119	42054	40.9013053163894	91.455417913163
Chromohalobacter salexigens	S	40.9013053163894	91.455417913163	45.9240319135119	158080	40.9013053163894	91.455417913163
Chronic bee paralysis virus	S	11.5639021231324	11.5639021231324	0	180822	11.5639021231324	11.5639021231324
Chroococcidiopsis	G	69.0158492442484	201.605467884461	88.5730812340791	54298	69.0158492442484	201.605467884461
Chroococcidiopsis thermalis	S	69.0158492442484	201.605467884461	88.5730812340791	54299	69.0158492442484	201.605467884461
Chrysanthemum stem necrosis orthotospovirus	S	17.9080391226254	30.7756062181341	0	2560382	17.9080391226254	30.7756062181341
Chryseobacterium	G	1111.19328850122	153442.965004792	8277.66881590621	59732	1111.19328850122	153442.965004792
Chryseobacterium arthrosphaerae	S	116.248510529545	351.772451571839	185.098126441305	651561	116.248510529545	351.772451571839
Chryseobacterium aureum	S	63.5023868781665	178.348492955235	75.3222925088474	2497456	63.5023868781665	178.348492955235
Chryseobacterium balustinum	S	76.8129477097062	210.352888515241	120.919400148397	246	76.8129477097062	210.352888515241
Chryseobacterium bernardetii	S	74.6812434571458	342.81142034664	90.242049114525	1241978	74.6812434571458	342.81142034664
